---,ObjectModel,Category,Icon,SubCategory,SocketClassIDs,PlugClassIDs,NiceName,bShowInDrawer,VariantOf
^S_SPARKPLUG,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_SPARKPLUG.S_SPARKPLUG'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_SPARKPLUG.S_SPARKPLUG'","Decorative Technology","","(""PROP"")","SPARK PLUG","True","None"
^S_STEPLADDER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_STEPLADDER.S_STEPLADDER'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_STEPLADDER.S_STEPLADDER'","Construction Parts","","(""PROP"")","STEPLADDER","True","None"
^S_STREETLAMP0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_STREETLAMP0.S_STREETLAMP0'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_STREETLAMP0.S_STREETLAMP0'","Lighting","","(""PROP"")","LAMP POST","True","None"
^S_TABLELAMP0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_TABLELAMP0.S_TABLELAMP0'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_TABLELAMP0.S_TABLELAMP0'","Lighting","","(""PROP"")","TABLE LAMP","True","None"
^S_TABLEPOT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_TABLEPOT0.S_TABLEPOT0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_TABLEPOT0.S_TABLEPOT0'","Interior Decoration","","(""PROP"")","VINTAGE TEAPOT","True","None"
^S_TRAY0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_TRAY0.S_TRAY0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_TRAY0.S_TRAY0'","Interior Decoration","","(""PROP"")","VINTAGE DISH","True","None"
^S_TRIFLOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_TRIFLOOR.S_TRIFLOOR'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_TRIFLOOR.S_TRIFLOOR'","Flooring and Stairs","(""TRIFLOOR"")","(""TRIFLOOR"")","STONE TRIANGLE","True","None"
^S_TRIFLOOR_Q,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_TRIFLOOR_Q.S_TRIFLOOR_Q'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_TRIFLOOR_Q.S_TRIFLOOR_Q'","Flooring and Stairs","(""TRIFLOORSMALL"")","(""TRIFLOORSMALL"")","SMALL STONE TRIANGLE","True","None"
^S_TROUGH0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_TROUGH0.S_TROUGH0'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_TROUGH0.S_TROUGH0'","Structural Adornments","","(""PROP"")","WASH TROUGH","True","None"
^S_WALL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL.S_WALL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL.S_WALL'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE WALL","True","None"
^S_WALLB,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL.S_WALL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLB.S_WALLB'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE WALL (BASE)","False","^S_WALL"
^S_WALLB_DIAGONA,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALLDIAGONAL.S_WALLDIAGONAL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLB_DIAGONA.S_WALLB_DIAGONA'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","SLOPING STONE PANEL (BASE)","False","^S_WALLDIAGONAL"
^S_WALLB_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_H.S_WALL_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLB_H.S_WALLB_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","THIN STONE WALL (BASE)","False","^S_WALL_H"
^S_WALLB_WIN0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WINDOW.S_WALL_WINDOW'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLB_WIN0.S_WALLB_WIN0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE SLIT WINDOW (BASE)","False","^S_WALL_WINDOW"
^S_WALLB_WIN1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN1.S_WALL_WIN1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLB_WIN1.S_WALLB_WIN1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE GRILLE WINDOW (BASE)","False","^S_WALL_WIN1"
^S_WALLB_WIN2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN2.S_WALL_WIN2'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLB_WIN2.S_WALLB_WIN2'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE LARGE WINDOW (BASE)","False","^S_WALL_WIN2"
^S_WALLB_WIN3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN3.S_WALL_WIN3'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLB_WIN3.S_WALLB_WIN3'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE CIRCLE WINDOW (BASE)","False","^S_WALL_WIN3"
^S_WALLDIAGONAL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALLDIAGONAL.S_WALLDIAGONAL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLDIAGONAL.S_WALLDIAGONAL'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","SLOPING STONE PANEL","True","None"
^S_WALLHANGING1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALLHANGING1.S_WALLHANGING1'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLHANGING1.S_WALLHANGING1'","Structural Adornments","","(""PROP"")","WEATHERED HANGING","True","None"
^S_WALLHANGING2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALLHANGING2.S_WALLHANGING2'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLHANGING2.S_WALLHANGING2'","Structural Adornments","","(""PROP"")","MINI WEATHERED HANGINGS","True","None"
^S_WALLHANGING3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALLHANGING3.S_WALLHANGING3'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLHANGING3.S_WALLHANGING3'","Structural Adornments","","(""PROP"")","WEATHERED HANGING TRIPTYCH","True","None"
^S_WALLLIGHT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALLLIGHT0.S_WALLLIGHT0'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLLIGHT0.S_WALLLIGHT0'","Lighting","","(""PROP"")","WALL LIGHT","True","None"
^S_WALLM,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL.S_WALL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLM.S_WALLM'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE WALL (MID)","False","^S_WALL"
^S_WALLM_DIAGONA,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALLDIAGONAL.S_WALLDIAGONAL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLM_DIAGONA.S_WALLM_DIAGONA'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","SLOPING STONE PANEL (MID)","False","^S_WALLDIAGONAL"
^S_WALLM_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_H.S_WALL_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLM_H.S_WALLM_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","THIN STONE WALL (MID)","False","^S_WALL_H"
^S_WALLM_WIN0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WINDOW.S_WALL_WINDOW'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLM_WIN0.S_WALLM_WIN0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE SLIT WINDOW (MID)","False","^S_WALL_WINDOW"
^S_WALLM_WIN1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN1.S_WALL_WIN1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLM_WIN1.S_WALLM_WIN1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE GRILLE WINDOW (MID)","False","^S_WALL_WIN1"
^S_WALLM_WIN2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN2.S_WALL_WIN2'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLM_WIN2.S_WALLM_WIN2'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE LARGE WINDOW (MID)","False","^S_WALL_WIN2"
^S_WALLM_WIN3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN3.S_WALL_WIN3'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLM_WIN3.S_WALLM_WIN3'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE CIRCLE WINDOW (MID)","False","^S_WALL_WIN3"
^S_WALLT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL.S_WALL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLT.S_WALLT'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE WALL (TOP)","False","^S_WALL"
^S_WALLT_DIAGONA,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALLDIAGONAL.S_WALLDIAGONAL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLT_DIAGONA.S_WALLT_DIAGONA'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","SLOPING STONE PANEL (TOP)","False","^S_WALLDIAGONAL"
^S_WALLT_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_H.S_WALL_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLT_H.S_WALLT_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","THIN STONE WALL (TOP)","False","^S_WALL_H"
^S_WALLT_WIN0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WINDOW.S_WALL_WINDOW'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLT_WIN0.S_WALLT_WIN0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE SLIT WINDOW (TOP)","False","^S_WALL_WINDOW"
^S_WALLT_WIN1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN1.S_WALL_WIN1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLT_WIN1.S_WALLT_WIN1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE GRILLE WINDOW (TOP)","False","^S_WALL_WIN1"
^S_WALLT_WIN2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN2.S_WALL_WIN2'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLT_WIN2.S_WALLT_WIN2'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE LARGE WINDOW (TOP)","False","^S_WALL_WIN2"
^S_WALLT_WIN3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN3.S_WALL_WIN3'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALLT_WIN3.S_WALLT_WIN3'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE CIRCLE WINDOW (TOP)","False","^S_WALL_WIN3"
^S_WALL_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_H.S_WALL_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_H.S_WALL_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","THIN STONE WALL","True","None"
^S_WALL_Q,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_Q.S_WALL_Q'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_Q.S_WALL_Q'","Walls, Doors and Windows","(""WALL_Q"")","(""WALL_Q_to_WALL_Q"",""WALL_Q_to_WALL_Q_Bottom"",""WALL_Q_to_WALL_Q_Top"",""WALL_Q_to_WALL_Bottom"",""WALL_Q_to_WALL_Top"")","SMALL STONE WALL A","True","None"
^S_WALL_Q1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_Q1.S_WALL_Q1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_Q1.S_WALL_Q1'","Walls, Doors and Windows","(""WALL_Q"")","(""WALL_Q_to_WALL_Q"",""WALL_Q_to_WALL_Q_Bottom"",""WALL_Q_to_WALL_Q_Top"",""WALL_Q_to_WALL_Bottom"",""WALL_Q_to_WALL_Top"")","SMALL STONE WALL B","True","None"
^S_WALL_Q_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_Q_H.S_WALL_Q_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_Q_H.S_WALL_Q_H'","Walls, Doors and Windows","(""WALL_Q_H"")","(""WALL_Q_H_to_WALL_Q_H"",""WALL_Q_to_WALL_Q_Top"",""WALL_Q_to_WALL_Q_Bottom"",""WALL_H_to_WALL_H_Top"",""WALL_Q_H_to_WALL_Q_H_Bottom"")","SHORT STONE WALL A","True","None"
^S_WALL_Q_H1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_Q_H1.S_WALL_Q_H1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_Q_H1.S_WALL_Q_H1'","Walls, Doors and Windows","(""WALL_Q_H"")","(""WALL_Q_H_to_WALL_Q_H"",""WALL_Q_to_WALL_Q_Top"",""WALL_Q_to_WALL_Q_Bottom"",""WALL_H_to_WALL_H_Top"",""WALL_Q_H_to_WALL_Q_H_Bottom"")","SHORT STONE WALL B","True","None"
^S_WALL_SUPPORTS,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_SUPPORTS.S_WALL_SUPPORTS'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_SUPPORTS.S_WALL_SUPPORTS'","Walls, Doors and Windows","(""LEGACYWALL"")","","STONE SUPPORT PILLAR","True","None"
^S_WALL_WIN1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN1.S_WALL_WIN1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_WIN1.S_WALL_WIN1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE GRILLE WINDOW","True","None"
^S_WALL_WIN2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN2.S_WALL_WIN2'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_WIN2.S_WALL_WIN2'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE LARGE WINDOW","True","None"
^S_WALL_WIN3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WIN3.S_WALL_WIN3'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_WIN3.S_WALL_WIN3'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE CIRCLE WINDOW","True","None"
^S_WALL_WINDOW,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WALL_WINDOW.S_WALL_WINDOW'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WALL_WINDOW.S_WALL_WINDOW'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE SLIT WINDOW","True","None"
^S_WATERTOWER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WATERTOWER.S_WATERTOWER'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WATERTOWER.S_WATERTOWER'","Structural Adornments","","(""PROP"")","WATER TOWER","True","None"
^S_WATERVALVE0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WATERVALVE0.S_WATERVALVE0'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WATERVALVE0.S_WATERVALVE0'","Structural Adornments","","(""PROP"")","SEALED RESERVOIR","True","None"
^S_WHEELBARROW,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_WHEELBARROW.S_WHEELBARROW'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_WHEELBARROW.S_WHEELBARROW'","Construction Parts","","(""PROP"")","WHEELBARROW","True","None"
^TECHPANEL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/TECHPANEL.TECHPANEL'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/TECHPANEL.TECHPANEL'","Decorative Technology","","(""PROP"")","TECH PANEL","True","None"
^TELEPORTER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/TELEPORTER_F.TELEPORTER_F'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/TELEPORTER.TELEPORTER'","General Utility","(""POWERLARGEPORTAL"")","(""PROP"")","BASE TELEPORT MODULE","True","None"
^TELEPORTER_F,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/TELEPORTER_F.TELEPORTER_F'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/TELEPORTER_F.TELEPORTER_F'","Freighter","(""POWERLARGEPORTAL"")","","BASE TELEPORT MODULE","True","None"
^TOXICPLANT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/TOXICPLANT.TOXICPLANT'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/TOXICPLANT.TOXICPLANT'","Farming","","","FUNGAL CLUSTER","True","None"
^TURRET_ABAND,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/TURRET_ABAND.TURRET_ABAND'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/TURRET_ABAND.TURRET_ABAND'","Derelict Freighter Salvage","","(""PROP"")","","True","None"
^T_ARCH,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ARCH.T_ARCH'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ARCH.T_ARCH'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER ARCH","True","None"
^T_ARCHB,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ARCH.T_ARCH'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ARCHB.T_ARCHB'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER ARCH (BASE)","False","^T_ARCH"
^T_ARCHB_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ARCH_H.T_ARCH_H'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ARCHB_H.T_ARCHB_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","TIMBER HALF ARCH (BASE)","False","^T_ARCH_H"
^T_ARCHM,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/T_ARCH.T_ARCH'","Timber Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/T_ARCHM.T_ARCHM'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","TIMBER ARCH (MID)","False","^T_ARCH"
